,model,website,type,fullname,price,status,time_to_market,size,resolution,rear_camera,front_camera,battery_size,battery_type,CPU,memory
2021,vivo 1611,http://detail.zol.com.cn/cell_phone/index1230833.shtml,手机,vivo X23 LOGO PHONE（全网通）,3198,正常,,6.41英寸,2340x1080像素,1200万像素+1300万像素,1200万像素,3400mAh,不可拆卸式电池,八核,8GB
2022,1821-T0,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
2023,MX4,http://detail.zol.com.cn/cell_phone/index366995.shtml,手机,魅族MX4 Pro（双4G）,2499,正常,2014年10月,5.5英寸,2560x1536像素,2070万像素,500万像素,3350mAh,不可拆卸式电池,真八核,3GB
2024,ONE E1001,http://detail.zol.com.cn/cell_phone/index1102921.shtml,手机,一加X（基础版/双4G）,1499,停产,,5英寸,1920x1080像素,1300万像素,800万像素,2525mAh,不可拆卸式电池,四核,2GB
2025,CMCC M761,http://detail.zol.com.cn/cell_phone/index1245280.shtml,手机,中国移动W1（全网通）,749,正常,,6.19英寸,1520x720像素,1300万像素+200万像素,800万像素,3400mAh,不可拆卸式电池,八核,4GB
2026,MX5,http://detail.zol.com.cn/cell_phone/index393034.shtml,手机,魅族MX5（移动4G）,1799,正常,2015年06月,5.5英寸,1920x1080像素,2070万像素,500万像素,3150mAh,不可拆卸式电池,真八核,3GB
2027,MX6,http://detail.zol.com.cn/cell_phone/index402591.shtml,手机,魅族MX6（4GB RAM/全网通）,999,停产,2016年07月,5.5英寸,1920x1080像素,1200万像素,500万像素,3060mAh,不可拆卸式电池,十核,4GB
2028,SM-C7100,http://detail.zol.com.cn/cell_phone/index1173581.shtml,手机,三星2017版GALAXY C7（全网通）,0,概念产品,,5.5英寸,1920x1080像素,1300万像素+500万像素,1600万像素,2850mAh,暂无数据,八核,3GB/4GB
2029,SM-G977N,http://detail.zol.com.cn/cell_phone/index398621.shtml,手机,三星GALAXY S7（G9300/全网通）,2378,停产,2016年02月,5.1英寸,2560x1440像素,1200万像素,500万像素,3000mAh,不可拆卸式电池,四核,4GB
2030,V1901T,http://detail.zol.com.cn/cell_phone/index273715.shtml,手机,苹果iPhone 6（全网通）,5250,正常,2014年09月,4.7英寸,1334x750像素,800万像素,120万像素,1810mAh,不可拆卸式电池,双核,1GB
2031,PH-1,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
2032,PCAM10,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
2033,ivvi F1S,http://detail.zol.com.cn/cell_phone/index1173436.shtml,手机,ivvi F1S（双4G）,540,停产,,5英寸,1280x720像素,500万像素,200万像素,2000mAh,暂无数据,四核,2GB
2034,HLTE510M,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
2035,vivo Y13L,http://detail.zol.com.cn/cell_phone/index395294.shtml,手机,vivo Y13L（移动4G）,799,正常,,4.5英寸,854x480像素,500万像素,200万像素,1900mAh,可拆卸式电池,四核,1GB
2036,ZTE V890,http://detail.zol.com.cn/cell_phone/index1209206.shtml,手机,中兴V890（全网通）,0,即将上市,,6英寸,2160x1080像素,1600万像素+200万像素,800万像素,暂无数据,暂无数据,3GB/4GB/6GB,暂无数据
2037,vivo X7L,http://detail.zol.com.cn/cell_phone/index1145877.shtml,手机,vivo X7（全网通）,1799,停产,2016年06月,5.2英寸,1920x1080像素,1300万像素,1600万像素,3000mAh,不可拆卸式电池,八核,4GB
2038,ASUS_X00GD,http://detail.zol.com.cn/cell_phone/index1163285.shtml,手机,华硕ZenFone飞马3s（全网通）,999,正常,,5.2英寸,1280x720像素,1300万像素,800万像素,5000mAh,不可拆卸式电池,八核,3GB
2039,RNE-L21,http://detail.zol.com.cn/cell_phone/index1182274.shtml,手机,华为麦芒6（全网通）,1499,正常,2017年09月,5.9英寸,2160x1080像素,1600万像素+200万像素,1300万像素+200万像素,3340mAh,不可拆卸式电池,八核,4GB
2040,Nokia 8 Sirocco,http://detail.zol.com.cn/cell_phone/index1208391.shtml,手机,诺基亚8 Sirocco（全网通）,4699,正常,,5.5英寸,2560x1440像素,1300万像素+1200万像素,500万像素,3260mAh,不可拆卸式电池,八核,6GB
2041,SM-G9008V,http://detail.zol.com.cn/cell_phone/index374176.shtml,手机,三星GALAXY S5（G9008V/移动4G）,3350,正常,2014年02月,5.1英寸,1920x1080像素,1600万像素,200万像素,2800mAh,可拆卸式电池,四核,2GB
2042,U50,http://detail.zol.com.cn/netphone/index1172735.shtml,手机,智科U50,0,非售,,,,,,,,,
2043,SM-G9008W,http://detail.zol.com.cn/cell_phone/index382998.shtml,手机,三星GALAXY S5（G9008W/移动4G）,3350,正常,2014年02月,5.1英寸,1920x1080像素,1600万像素,200万像素,2800mAh,可拆卸式电池,四核,2GB
2044,RNE-L22,http://detail.zol.com.cn/cell_phone/index1182274.shtml,手机,华为麦芒6（全网通）,1499,正常,2017年09月,5.9英寸,2160x1080像素,1600万像素+200万像素,1300万像素+200万像素,3340mAh,不可拆卸式电池,八核,4GB
2045,BAH-W09,http://detail.zol.com.cn/cell_phone/index1167243.shtml,手机,荣耀9（4GB RAM/全网通）,1399,正常,2017年06月16日,5.15英寸,1920x1080像素,1200万像素+2000万像素,800万像素,3200mAh,不可拆卸式电池,八核,4GB
2046,CLT-L04,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
2047,SUGAR C7,http://detail.zol.com.cn/cell_phone/index1142752.shtml,手机,SUGAR C7（双4G）,1239,停产,,5英寸,1280x720像素,1300万像素,500万像素,2500mAh,不可拆卸式电池,四核,3GB
2048,LA2-SN,http://detail.zol.com.cn/cell_phone/index398930.shtml,手机,小辣椒红辣椒（任性版/双4G）,279,停产,,5英寸,1280x720像素,800万像素,200万像素,2000mAh,可拆卸式电池,四核,1GB
2049,20170605Q,http://detail.zol.com.cn/cell_phone/index368535.shtml,手机,苹果iPhone 6S（全网通）,4690,正常,2015年09月,4.7英寸,1334x750像素,1200万像素,500万像素,1715mAh,不可拆卸式电池,双核,2GB
2050,ARE-AL00,http://detail.zol.com.cn/cell_phone/index1225803.shtml,手机,荣耀8X Max（4GB RAM/全网通）,1399,正常,,7.12英寸,2244x1080像素,1600万像素+200万像素,800,5000mAh,不可拆卸式电池,八核,4GB
2051,HLTE510T,http://detail.zol.com.cn/cell_phone/index1221161.shtml,手机,海信AI手机H20（全网通）,2699,正常,,5.84英寸,2280x1080像素,1200万像素+500万像素,2000万像素,3020mAh,不可拆卸式电池,八核,6GB
2052,SM-C7108,http://detail.zol.com.cn/cell_phone/index1184748.shtml,手机,三星GALAXY C8（3GB RAM/移动4G）,1058,正常,,5.5英寸,1920x1080像素,1300万像素+500万像素,1600万像素,3000mAh,不可拆卸式电池,八核,3GB
2053,PBCT10,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
2054,SUGAR C9,http://detail.zol.com.cn/cell_phone/index1177468.shtml,手机,SUGAR C9（全网通）,1529,正常,,5.5英寸,1280x720像素,1300万像素,1600万像素,3000mAh,不可拆卸式电池,八核,3GB
2055,Note5,http://detail.zol.com.cn/cell_phone/index391739.shtml,手机,三星GALAXY Note 5（N9200/全网通）,2999,停产,2015年08月,5.7英寸,2560x1440像素,1600万像素,500万像素,3000mAh,不可拆卸式电池,八核,4GB
2056,SKW-A0,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
2057,HUAWEI P8max,http://detail.zol.com.cn/cell_phone/index397542.shtml,手机,华为P8max（DAV-703L/双4G）,2680,停产,2015年04月,6.8英寸,1920x1080像素,1300万像素,500万像素,4360mAh,不可拆卸式电池,真八核,3GB
2058,CLT-L09,http://detail.zol.com.cn/cell_phone/index379635.shtml,手机,华为Ascend P7（P7-L09/电信4G）,2299,正常,2014年05月,5英寸,1920x1080像素,1300万像素,800万像素,2500mAh,不可拆卸式电池,四核,2GB
2059,HL2001,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
2060,JDN2-W09HN,http://detail.zol.com.cn/tablepc/index1260217.shtml,平板电脑,荣耀平板5 8英寸（4GB/64GB/WiFi版）,1299,正常,,8英寸,1920x1200,八核,海思麒麟710,4GB,64GB,锂电池，5100毫安,待机上限时间
2061,M3s,http://detail.zol.com.cn/cell_phone/index1099503.shtml,手机,金立M3s（双4G）,799,停产,,5英寸,1280x720像素,800万像素,500万像素,5000mAh,不可拆卸式电池,四核,1.5GB
2062,Moto Z (2),http://detail.zol.com.cn/cell_phone/index1169107.shtml,手机,Moto Z2（全网通）,0,概念产品,,5.5英寸,2560x1600像素,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
2063,CPH1611,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
2064,U7 PRO,http://detail.zol.com.cn/cell_phone/index1252212.shtml,手机,Redmi 7 Pro（全网通）,0,概念产品,,6英寸,2280x1080像素,2000万像素+500万像素+200万像素,800万像素,4100mAh,不可拆卸式电池,八核,6GB
2065,Note9,http://detail.zol.com.cn/cell_phone/index1184309.shtml,手机,三星GALAXY Note 9（6GB RAM/全网通）,4799,正常,,6.4英寸,2960x1440像素,双1200万像素,800万像素,4000mAh,不可拆卸式电池,八核,6GB
2066,AMZ-AL00,http://detail.zol.com.cn/cell_phone/index1170043.shtml,手机,华为nova 2 Plus（BAC-AL00/全网通）,1098,正常,2017年06月,5.5英寸,1920x1080像素,1200万像素+800万像素,2000万像素,3340mAh,不可拆卸式电池,八核,4GB
2067,SM-G5308W,http://detail.zol.com.cn/cell_phone/index384794.shtml,手机,三星GALAXY Grand Prime（G5308W/移动4G）,809,停产,,5英寸,960x540像素,800万像素,500万像素,2600mAh,可拆卸式电池,四核,1GB
2068,XT1924-9,http://detail.zol.com.cn/cell_phone/index1228434.shtml,手机,Moto E5 Plus（4GB RAM/全网通）,935,正常,,6英寸,1440x720像素,1200万像素,500万像素,5000mAh,不可拆卸式电池,八核,4GB
2069,A0001,http://detail.zol.com.cn/cell_phone/index184408.shtml,手机,金鹏A0001,500,正常,,240×320像素,暂无数据,130万像素,暂无数据,800mAh,暂无数据,暂无数据,暂无数据
2070,CPH1613,http://detail.zol.com.cn/cell_phone/index1257077.shtml,手机,OPPO F11 Pro（全网通）,0,概念产品,,6.4英寸,暂无数据,4000万像素+500万像素,3200万像素,4000mAh,不可拆卸式电池,6GB,暂无数据
2071,ivvi F2C,http://detail.zol.com.cn/cell_phone/index1175017.shtml,手机,ivvi F2C（全网通）,719,正常,,5英寸,1280x720像素,800万像素,500万像素,2000mAh,可拆卸式电池,四核,3GB
2072,SM-G9009D,http://detail.zol.com.cn/cell_phone/index374241.shtml,手机,三星GALAXY S5（G9009D/电信3G）,3350,正常,2014年02月,5.1英寸,1920x1080像素,1600万像素,200万像素,2800mAh,可拆卸式电池,四核,2GB
2073,VOG-L29,http://detail.zol.com.cn/cell_phone/index1163668.shtml,手机,Microsoft GraalPhone（全网通）,0,即将上市,,5英寸,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8GB,暂无数据
2074,OPPO R9tm,http://detail.zol.com.cn/cell_phone/index1115953.shtml,手机,OPPO R9（全网通）,2499,正常,2016年03月,5.5英寸,1920x1080像素,1300万像素,1600万像素,2850mAh,不可拆卸式电池,八核,4GB
2075,vivo Y28L,http://detail.zol.com.cn/cell_phone/index393107.shtml,手机,vivo Y28L（移动4G）,1398,停产,,4.7英寸,960x540像素,800万像素,500万像素,2100mAh,暂无数据,四核,1GB
2076,H60-L11,http://detail.zol.com.cn/cell_phone/index273715.shtml,手机,苹果iPhone 6（全网通）,5250,正常,2014年09月,4.7英寸,1334x750像素,800万像素,120万像素,1810mAh,不可拆卸式电池,双核,1GB
2077,LG-H778,http://detail.zol.com.cn/cell_phone/index391961.shtml,手机,LG AKA（H778/全网通）,750,停产,,5英寸,1280x720像素,800万像素,210万像素,2460mAh,可拆卸式电池,四核,1.5GB
2078,H60-L12,http://detail.zol.com.cn/cell_phone/index381688.shtml,手机,荣耀6（H60-L12/联通4G）,1850,正常,2014年06月,5英寸,1920x1080像素,1300万像素,500万像素,3100mAh,不可拆卸式电池,真八核,3GB
2079,NEM-TL00H,http://detail.zol.com.cn/cell_phone/index1141899.shtml,手机,荣耀畅玩5C（NEM-TL00H/移动4G）,968,正常,,5.2英寸,1920x1080像素,1300万像素,800万像素,3000mAh,不可拆卸式电池,八核,2GB
2080,vivo Y51t L,http://detail.zol.com.cn/cell_phone/index1241602.shtml,手机,vivo Y95（全网通）,0,即将上市,,6.22英寸,1520x720像素,1300万像素+200万像素,2000万像素,4030mAh,不可拆卸式电池,八核,4GB
2081,8848 M3,http://detail.zol.com.cn/cell_phone/index1149824.shtml,手机,8848 钛金手机M3（尊享版/全网通）,9999,停产,,5英寸,1920x1080像素,2100万像素,500万像素,3200mAh,不可拆卸式电池,八核,4GB
2082,8848 M4,http://detail.zol.com.cn/cell_phone/index1210749.shtml,手机,8848 钛金手机M4（牛皮版/全网通）,16900,停产,,5.15英寸,1920x1080像素,2100万像素,1300万像素,3290mAh,暂无数据,6GB,暂无数据
2083,SUGAR S11,http://detail.zol.com.cn/cell_phone/index1206377.shtml,手机,SUGAR S11（全网通）,978,正常,,5.99英寸,2160x1080像素,1600万像素（6400万像素拍照模式）+8....>>,2000万像素+800万像素,3060mAh,不可拆卸式电池,八核,4GB
2084,JDN2-W09,http://detail.zol.com.cn/cell_phone/index273715.shtml,手机,苹果iPhone 6（全网通）,5250,正常,2014年09月,4.7英寸,1334x750像素,800万像素,120万像素,1810mAh,不可拆卸式电池,双核,1GB
2085,"iPhone11,2",http://detail.zol.com.cn/cell_phone/index1209686.shtml,手机,苹果iPhone 11（全网通）,0,概念产品,,5.8英寸,2160x1080像素,双1900万像素,1200万像素,3600mAh,,,4GB
2086,MP1512,http://detail.zol.com.cn/cell_phone/index1161336.shtml,手机,美图M6s（全网通）,2099,停产,2016年12月,5英寸,1920x1080像素,2100万像素,2100万像素,2900mAh,不可拆卸式电池,八核,4GB
2087,8848 M5,http://detail.zol.com.cn/cell_phone/index1229560.shtml,手机,8848 钛金手机M5（至臻版/全网通）,16999,正常,,5.7英寸,2160x1080像素,1200万像素,1600万像素,3450mAh,不可拆卸式电池,八核,6GB
2088,ViVK X20,http://detail.zol.com.cn/cell_phone/index1181567.shtml,手机,vivo X20（全网通）,1998,正常,2017年09月30日,6.01英寸,2160x1080像素,主摄2x1200万像素（2400万感光单元）....>>,2x1200万像素（2400万感光单元）,3245mAh,不可拆卸式电池,八核,4GB
2089,M872Q,http://detail.zol.com.cn/cell_phone/index368535.shtml,手机,苹果iPhone 6S（全网通）,4690,正常,2015年09月,4.7英寸,1334x750像素,1200万像素,500万像素,1715mAh,不可拆卸式电池,双核,2GB
2090,Nexus 5X,http://detail.zol.com.cn/cell_phone/index380301.shtml,手机,LG Nexus 5X（双4G）,1720,停产,,5.2英寸,1920x1080像素,1300万像素,500万像素,2700mAh,不可拆卸式电池,六核,2GB
2091,NX505J,http://detail.zol.com.cn/cell_phone/index384655.shtml,手机,努比亚Z7 Max（NX505J/全网通）,560,停产,2014年07月,5.5英寸,1920x1080像素,1300万像素,500万像素,3100mAh,不可拆卸式电池,四核,2GB
2092,A8,http://detail.zol.com.cn/cell_phone/index397665.shtml,手机,三星GALAXY A8（A8000/全网通）,809,停产,2015年07月,5.7英寸,1920x1080像素,1600万像素,500万像素,3050mAh,不可拆卸式电池,八核,2GB
2093,SM-A520F,http://detail.zol.com.cn/cell_phone/index1154203.shtml,手机,三星2017版GALAXY A5（A520F/移动4G）,0,停产,,5.2英寸,1920x1080像素,1600万像素,1600万像素,3000mAh,不可拆卸式电池,八核,3GB
2094,"iPhone11,6",http://detail.zol.com.cn/cell_phone/index1209686.shtml,手机,苹果iPhone 11（全网通）,0,概念产品,,5.8英寸,2160x1080像素,双1900万像素,1200万像素,3600mAh,,,4GB
2095,"iPhone11,8",http://detail.zol.com.cn/cell_phone/index1209686.shtml,手机,苹果iPhone 11（全网通）,0,概念产品,,5.8英寸,2160x1080像素,双1900万像素,1200万像素,3600mAh,,,4GB
2096,Hisense E76,http://detail.zol.com.cn/cell_phone/index1148746.shtml,手机,海信金盾（E76/3GB RAM/全网通）,1349,停产,2016年07月,5.5英寸,1920x1080像素,1300万像素,500万像素,3000mAh,不可拆卸式电池,八核,3GB
2097,vivo Y613F,http://detail.zol.com.cn/cell_phone/index395296.shtml,手机,vivo Y613F（联通4G）,599,停产,,4.5英寸,854x480像素,500万像素,200万像素,1900mAh,可拆卸式电池,四核,1GB
2098,SM-G9500,http://detail.zol.com.cn/cell_phone/index1170068.shtml,手机,三星GALAXY S8（双卡版/双4G）,3488,正常,2017年04月21日,5.8英寸,2960x1440像素,1200万像素,800万像素,3000mAh,不可拆卸式电池,八核,4GB
2099,"iPad5,1",http://detail.zol.com.cn/cell_phone/index273715.shtml,手机,苹果iPhone 6（全网通）,5250,正常,2014年09月,4.7英寸,1334x750像素,800万像素,120万像素,1810mAh,不可拆卸式电池,双核,1GB
2100,Hisense E77,http://detail.zol.com.cn/cell_phone/index1182568.shtml,手机,海信H10青春版（全网通）,2899,正常,,5.2英寸,1280x720像素,1300万像素,1600万像素,3000mAh,不可拆卸式电池,八核,3GB
2101,L18,http://detail.zol.com.cn/cell_phone/index161786.shtml,手机,金立L18,959,正常,,3英寸,320x240像素,30万像素,暂无数据,1300mAh,暂无数据,暂无数据,暂无数据
2102,CAM-TL00,http://detail.zol.com.cn/cell_phone/index1146476.shtml,手机,荣耀畅玩5A（CAM-TL00H/移动4G）,488,正常,,5.5英寸,1280x720像素,1300万像素,800万像素,3100mAh,不可拆卸式电池,八核,2GB
2103,"iPad5,2",http://detail.zol.com.cn/cell_phone/index1155434.shtml,手机,苹果iPhone 7 Plus（国际版/全网通）,3199,正常,2016年9月16日,5.5英寸,1920x1080像素,双1200万像素,700万像素,2910mAh,不可拆卸式电池,四核,3GB
